Axel Bruns,70,,,0000000007,0000000009,0000000001,Brian Price,,
Axel Bruns,302,,,0000000277,0000000488,0000000217,Brian Welch,,
Axel Gomille,779,,,0000001999,0000003166,0000003667,Bridget Giles,,
Axel Gomille,915,,,0000000733,0000000003,000000028,Bridget Griffen-Foley,,
Ayako Ono,760,,,0000000006,0000000001,0000000006,Brigitte M. Borg,,
Ayub Khan,727,,,0000000009,0000000004,0000000000,Brigitte Sion,,
B. Goldsmith,333,,,0000000008,0000000003,0000000002,Britta Krengel,,
B. Goldsmith,577,,,0000000006,0000000001,0000000006,Bronagh Starrs,,
B. J. Goold,323,,,0000000007,0000000009,0000000001,Bruce Bennett,,
B. J. Goold,363,,,0000000003,0000000003,0000000002,Bruce Brammall,,
B. Wicht,621,,,0000000008,0000000002,0000000001,Bruce Martin,,
Babette Faehmel,378,,,0000000007,0000000004,0000000001,Bruno Gazzotti,,
Badaude,914,,,0000000006,0000000002,0000000008,Bruno Sportisse,,
Bandy X. Lee,303,,,0000000008,0000000001,0000000008,Bryan Crable,,
Barbara Citko,415,,,0000000009,0000000003,0000000008,Bryan E. Burns,,
Barbara Dalle Pezze,193,,,0000000009,0000000007,0000000006,Bryan P. Piazza,,
Barbara Fuchs,809,,,0000000079,0000000087,0000000024,Bryan Waterman,,
Barbara Fuchs,863,,,0000000007,0000000008,0000000002,Brychan Llyr,,
Barbara Fuchs,946,,,0000000007,0000000009,0000000001,Bryn Upton,,
Barbara Hammer,6,,,,,,,,
Barbara Hollander,332,,,,,,,,
Barbara Hollander,337,,,,,,,,
Barbara Hollander,338,,,,,,,,
Barbara Hollander,361,,,,,,,,
Barbara J. Selznick,302,,,,,,,,
Barbara Penner,392,,,,,,,,
Barbara Penner,747,,,,,,,,
Barbara Stewart,813,,,,,,,,
Barbara Stok,759,,,,,,,,
Barbara Sutton,305,,,,,,,,
Barbara Sutton,306,,,,,,,,
Barbara Sutton,323,,,,,,,,
Bärbel Dinkelaker,408,,,,,,,,
Barna William Donovan,791,,,,,,,,
Barry Publow,796,,,,,,,,
Basuli Deb,809,,,,,,,,
Beat Weber,339,,,,,,,,
Beate Sissenich,341,,,,,,,,
Becky Pettit,306,,,,,,,,
Becky Pettit,365,,,,,,,,
Ben Kite,940,,,,,,,,
Benjamin B. Smith,338,,,,,,,,
Benjamin Black,910,,,,,,,,
Benjamin Fleury-Steiner,342,,,,,,,,
Benjamin Fleury-Steiner,362,,,,,,,,
Benjamin Fleury-Steiner,364,,,,,,,,
Benjamin Fleury-Steiner,365,,,,,,,,
Benjamin Radford,1,,,,,,,,
Benjamin Radford,791,,,,,,,,
Benjamin Stein,833,,,,,,,,
Benoit Dufort,621,,,,,,,,
Bernard MacMahon,781,,,,,,,,
Bernd Rechel,362,,,,,,,,
Bernd Schmid,332,,,,,,,,
Bernhard Berger,347,,,,,,,,
Beth A. Buggenhagen,305,,,,,,,,
Beth Andrews,813,,,,,,,,
Beth M. Whittaker,25,,,,,,,,
Bethenny Frankel,646,,,,,,,,
Bettina Koch,201,,,,,,,,
Bill Campbell,741,,,,,,,,
Bill Reader,302,,,,,,,,
Bill Van Heerden,791,,,,,,,,
Bill Williams,4,,,,,,,,
Bill Wringe,179,,,,,,,,
Billy J. Stratton,973,,,,,,,,
Bin Chen,571,,,,,,,,
Blaine Erickson Brownell,720,,,,,,,,
Blake A. Harrison,338,,,,,,,,
Bob Parks,609,,,,,,,,
Bob Plant,192,,,,,,,,
Bob Richter,745,,,,,,,,
Bonnie Adrian,338,,,,,,,,
Bonnie Camplin,709,,,,,,,,
Bonnie Roos,810,,,,,,,,
Bonnie Roos,813,,,,,,,,
Boris Holzer,338,,,,,,,,
Bosco Sodi,700,,,,,,,,
Boyd Blundell,194,,,,,,,,
Brad Andrew Pribbenow,223,,,,,,,,
Brad Levett,882,,,,,,,,
Bradford J. Wood,975,,,,,,,,
Bradley Buchanan,820,,,,,,,,
Bradley Buchanan,822,,,,,,,,
Brandon Palmer,940,,,,,,,,
Branko F. van Oppen de Ruiter,932,,,,,,,,
Brannon Poe,657,,,,,,,,
Brendan McCormack,821,,,,,,,,
Brendan Tierney,6,,,,,,,,
Brent Alan Shannon,306,,,,,,,,
Brent Byron Watson,951,,,,,,,,
Brenton Prosser,320,,,,,,,,
Bret Baumgarten,813,,,,,,,,
Brian Angus McKenzie,327,,,,,,,,
Brian Arnold,771,,,,,,,,
Brian Bailey,254,,,,,,,,
Brian Bell,364,,,,,,,,
Brian Bell,658,,,,,,,,
Brian Black,294,,,,,,,,
Brian Brock,241,,,,,,,,
Brian Burge-Hendrix,340,,,,,,,,
Brian Coleman,782,,,,,,,,
Brian Conrad,512,,,,,,,,
Brian David Conrad,512,,,,,,,,
Brian Dolan,616,,,,,,,,
Brian Dolan,738,,,,,,,,
Brian Dolan,786,,,,,,,,
Brian Dolan,914,,,,,,,,
Brian Dolan,941,,,,,,,,
Brian Donnelly,821,,,,,,,,
Brian Douglas Steele,973,,,,,,,,
Brian E. Vick,320,,,,,,,,
Brian E. Vick,940,,,,,,,,
Brian M. Ambroziak,720,,,,,,,,
Brian McTaggart,796,,,,,,,,
Brian Platt,379,,,,,,,,
Brian Platt,741,,,,,,,,
Brian Price,791,,,,,,,,
Brian Welch,242,,,,,,,,
Brian Welch,781,,,,,,,,
Brian Welch,787,,,,,,,,
Bridget Giles,133,,,,,,,,
Bridget Giles,916,,,,,,,,
Bridget Giles,966,,,,,,,,
Bridget Giles,967,,,,,,,,
Bridget Griffen-Foley,70,,,,,,,,
Bridget Griffen-Foley,302,,,,,,,,
Bridget Griffen-Foley,338,,,,,,,,
Brigitte M. Borg,616,,,,,,,,
Brigitte Sion,940,,,,,,,,
Britta Krengel,832,,,,,,,,
Bronagh Starrs,616,,,,,,,,
Bruce Bennett,791,,,,,,,,
Bruce Brammall,332,,,,,,,,
Bruce Martin,821,,,,,,,,
Bruno Gazzotti,741,,,,,,,,
Bruno Sportisse,628,,,,,,,,
Bryan Crable,818,,,,,,,,
Bryan E. Burns,938,,,,,,,,
Bryan P. Piazza,976,,,,,,,,
Bryan Waterman,782,,,,,,,,
Bryan Waterman,974,,,,,,,,
Brychan Llyr,782,,,,,,,,
Bryn Upton,791,,,,,,,,
name,number,,,,,,,,
